# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename,Ring,PiStack,HBond,NumRotors,NumMethyl,SG
1,3-(1-methylpyrrolidin-2-yl)pyridine,C10H14N2,0.0,1.0,54-11-5,917,942.0,"InChI=1S/C10H14N2/c1-12-7-3-5-10(12)9-4-2-6-11-8-9/h2,4,6,8,10H,3,5,7H2,1H3",SNICXCGAKADSCV-UHFFFAOYSA-N,,,,131.48,,,,431.74,1.0,nicotine,2.0,0.0,0.0,1.0,1.0,0.0
2,2-acetyloxybenzoic acid,C9H8O4,0.0,1.0,50-78-2,2157,2244.0,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,,,,-624.49,,,,450.47,3.0,aspirin,0.0,0.0,3.0,3.0,1.0,0.0
3,"1,10-dichlorodecane",C10H20Cl2,0.0,1.0,2162-98-3,67652,75101.0,InChI=1S/C10H20Cl2/c11-9-7-5-3-1-2-4-6-8-10-12/h1-10H2,RBBNTRDPSVZESY-UHFFFAOYSA-N,,,,-309.58,,,,562.09,9.0,110-dichlorodecane,0.0,0.0,0.0,9.0,0.0,0.0
4,"1,1,1,2-tetrafluoroethane",C2H2F4,0.0,1.0,811-97-2,12577,13129.0,"InChI=1S/C2H2F4/c3-1-2(4,5)6/h1H2",LVGUZGTVOIAKKC-UHFFFAOYSA-N,-895.79,0.0,22.0,-908.43,316.2,0.0,22.0,316.87,0.0,1112-tetrafluoroethane,0.0,0.0,0.0,1.0,0.0,0.0
5,"1,1,1,3,3,3-hexafluoropropan-2-ol",C3H2F6O,0.0,1.0,920-66-1,12941,13529.0,"InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",BYEAHWXPCBROCE-UHFFFAOYSA-N,,,,-1543.86,,,,398.15,0.0,111333-hexafluoro-2-propanol,0.0,0.0,0.0,2.0,0.0,0.0
6,"1,1,1-trichloroethane",C2H3Cl3,0.0,1.0,71-55-6,6042,6278.0,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3",UOCLXMDMGBRAIB-UHFFFAOYSA-N,-142.3,0.0,22.0,-147.25,320.1,0.0,22.0,329.35,0.0,111-trichloroethane,0.0,0.0,0.0,0.0,1.0,0.0
7,"1,1,1-trichloro-2,2,2-trifluoroethane",C2Cl3F3,0.0,1.0,354-58-5,9258,9635.0,"InChI=1S/C2Cl3F3/c3-1(4,5)2(6,7)8",BOSAWIQFTJIYIS-UHFFFAOYSA-N,-755.8,0.0,22.0,-754.66,370.69,0.0,22.0,377.15,0.0,111-trichlorotrifluoroethane,0.0,0.0,0.0,1.0,0.0,0.0
8,"1,1,1-trifluorodisilane",F3H3Si2,0.0,1.0,15195-26-3,10323465,,"InChI=1S/F3H3Si2/c1-5(2,3)4/h4H3",,,,,-1151.13,,,,349.89,0.0,111-trifluorodisilane,0.0,0.0,0.0,0.0,0.0,0.0
9,"1,1,1-trifluoroethane",C2H3F3,0.0,1.0,420-46-2,9484,9868.0,"InChI=1S/C2H3F3/c1-2(3,4)5/h1H3",UJPMYEOUBPIPHQ-UHFFFAOYSA-N,-736.4,0.0,22.0,-752.01,279.78,0.0,22.0,295.74,0.0,111-trifluoroethane,0.0,0.0,0.0,0.0,1.0,0.0
10,"1,1,2,2-tetrabromoethane",C2H2Br4,0.0,1.0,79-27-6,6339,6588.0,InChI=1S/C2H2Br4/c3-1(4)2(5)6/h1-2H,QXSZNDIIPUOQMB-UHFFFAOYSA-N,10.88,0.0,22.0,33.99,400.1,0.0,22.0,406.86,1.0,1122-tetrabromoethane,0.0,0.0,0.0,1.0,0.0,0.0
11,"1,1,2,2-tetrachloroethane",C2H2Cl4,0.0,1.0,79-34-5,6342,6591.0,InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H,QPFMBZIOSGYJDE-UHFFFAOYSA-N,-149.4,0.0,22.0,-158.27,362.71,0.0,22.0,360.66,1.0,1122-tetrachloroethane,0.0,0.0,0.0,1.0,0.0,0.0
12,"1,1,2-trichloro-1,2,2-trifluoroethane",C2Cl3F3,0.0,1.0,76-13-1,6188,6428.0,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8",AJDIZQLSFPQPEY-UHFFFAOYSA-N,-759.29,0.0,22.0,-725.88,386.8,0.0,22.0,377.72,1.0,112-trichloro-122-trifluoro-ethane,0.0,0.0,0.0,1.0,0.0,0.0
13,"1,1,2-trichloroethane",C2H3Cl3,0.0,1.0,79-00-5,6326,6574.0,"InChI=1S/C2H3Cl3/c3-1-2(4)5/h2H,1H2",UBOXGVDOUJQMTN-UHFFFAOYSA-N,-142.0,0.0,22.0,-148.17,337.1,0.0,22.0,334.64,1.0,112-trichloroethane,0.0,0.0,0.0,1.0,0.0,0.0
14,"1,1,3,3-tetraethylurea",C9H20N2O,0.0,1.0,1187-03-7,13811,14465.0,"InChI=1S/C9H20N2O/c1-5-10(6-2)9(12)11(7-3)8-4/h5-8H2,1-4H3",UWHSPZZUAYSGTB-UHFFFAOYSA-N,-316.4,0.0,19.0,-312.19,,,,513.06,4.0,1133-tetraethylurea,0.0,0.0,0.0,6.0,4.0,2.0
15,"1,1-dichloro-2,2-difluoroethene",C2Cl2F2,0.0,1.0,79-35-6,21106435,6592.0,InChI=1S/C2Cl2F2/c3-1(4)2(5)6,QDGONURINHVBEW-UHFFFAOYSA-N,-336.0,0.0,38.0,-354.83,,,,325.95,0.0,11-dichloro-22-difluoroethene,0.0,0.0,0.0,0.0,0.0,0.0
16,"1,1-dichloro-2-fluoroprop-1-ene",C3H3Cl2F,0.0,1.0,430-95-5,454567,521133.0,InChI=1S/C3H3Cl2F/c1-2(6)3(4)5/h1H3,BJSMMNZAHNXJCF-UHFFFAOYSA-N,,,,-216.39,,,,346.58,0.0,11-dichloro-2-fluoropropene,0.0,0.0,0.0,0.0,1.0,0.0
17,"1,1-dichloroethane",C2H4Cl2,0.0,1.0,75-34-3,6125,6365.0,"InChI=1S/C2H4Cl2/c1-2(3)4/h2H,1H3",SCYULBFZEHDVBN-UHFFFAOYSA-N,-129.41,0.0,22.0,-133.98,305.01,0.0,22.0,303.91,0.0,11-dichloroethane,0.0,0.0,0.0,0.0,1.0,0.0
18,"1,1-dichloroethene",C2H2Cl2,0.0,1.0,75-35-4,13835316,6366.0,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,LGXVIGDEPROXKC-UHFFFAOYSA-N,2.6,0.0,22.0,1.89,287.87,0.0,22.0,287.75,0.0,11-dichloroethene,0.0,0.0,0.0,0.0,0.0,0.0
20,"1,1-difluorocyclohexane",C6H10F2,0.0,1.0,371-90-4,144283,164586.0,InChI=1S/C6H10F2/c7-6(8)4-2-1-3-5-6/h1-5H2,ZORQXIQZAOLNGE-UHFFFAOYSA-N,,,,-571.92,,,,345.22,0.0,11-difluorocyclohexane,3.0,0.0,0.0,0.0,0.0,0.0
21,"1,1-difluoroethane",C2H4F2,0.0,1.0,75-37-6,6128,6368.0,"InChI=1S/C2H4F2/c1-2(3)4/h2H,1H3",NPNPZTNLOVBDOC-UHFFFAOYSA-N,-497.0,0.0,22.0,-502.71,282.4,0.0,22.0,281.33,0.0,11-difluoroethane,0.0,0.0,0.0,0.0,1.0,0.0
22,"1,1-difluoroethene",C2H2F2,0.0,1.0,75-38-7,13836545,6369.0,InChI=1S/C2H2F2/c1-2(3)4/h1H2,BQCIDUSAKPWEOX-UHFFFAOYSA-N,-328.96,0.0,22.0,-349.47,266.1,0.0,22.0,264.55,0.0,11-difluoroethene,0.0,0.0,0.0,0.0,0.0,0.0
23,"1,1-difluoroprop-1-ene",C3H4F2,0.0,1.0,430-63-7,454565,521131.0,"InChI=1S/C3H4F2/c1-2-3(4)5/h2H,1H3",YHLIEGBCOUQKHU-UHFFFAOYSA-N,,,,-375.56,,,,304.76,0.0,11-difluoropropene,0.0,0.0,0.0,0.0,1.0,0.0
24,(E)-difluorodiazene,F2N2,0.0,1.0,13776-62-0,4516471,5462838.0,InChI=1S/F2N2/c1-3-4-2/b4-3+,DUQAODNTUBJRGF-ONEGZZNKSA-N,81.17,0.0,38.0,75.85,262.66,0.0,38.0,261.02,0.0,E-difluorodiazene,0.0,0.0,0.0,0.0,0.0,0.0
25,(Z)-difluorodiazene,F2N2,0.0,1.0,13812-43-6,10326121,5364290.0,InChI=1S/F2N2/c1-3-4-2/b4-3-,DUQAODNTUBJRGF-ARJAWSKDSA-N,68.62,0.0,38.0,70.8,259.81,0.0,38.0,261.87,0.0,Z-difluorodiazene,0.0,0.0,0.0,0.0,0.0,0.0
26,oxygen monofluoride,FO,0.0,2.0,12061-70-0,4937269,,InChI=1S/FO/c1-2,,,,,111.38,,,,211.09,0.0,oxygen-monofluoride,0.0,0.0,0.0,0.0,0.0,0.0
27,fluoromethylidyne,CF,0.0,2.0,3889-75-6,,,InChI=1S/CF/c1-2,,,,,242.99,,,,207.2,0.0,fluoromethylidyne,0.0,0.0,0.0,0.0,0.0,0.0
28,"1,1-dimethylcyclopropane",C5H10,0.0,1.0,1630-94-0,66810,74202.0,"InChI=1S/C5H10/c1-5(2)3-4-5/h3-4H2,1-2H3",PBIJFSCPEFQXBB-UHFFFAOYSA-N,-8.2,0.0,38.0,-10.82,307.79,0.0,38.0,309.98,0.0,11-dimethylcyclopropane,0.0,0.0,0.0,0.0,2.0,0.0
29,"1,1-dimethylpyrrolidin-1-ium",C6H14N+,1.0,1.0,15312-12-6,173264,200182.0,"InChI=1S/C6H14N/c1-7(2)5-3-4-6-7/h3-6H2,1-2H3/q+1",GARJMFRQLMUUDD-UHFFFAOYSA-N,,,,528.64,,,,348.09,0.0,11-dimethylpyrrolidinium,2.0,0.0,0.0,0.0,2.0,0.0
30,"1,2,3,4-tetrafluorobenzene",C6H2F4,0.0,1.0,551-62-2,21106162,11084.0,InChI=1S/C6H2F4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H,SOZFIIXUNAKEJP-UHFFFAOYSA-N,-633.46,0.0,38.0,-635.65,,,,363.72,0.0,1234-tetrafluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
31,"1,2,3,4-tetrahydronaphthalene",C10H12,0.0,1.0,119-64-2,8097,8404.0,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",CXWXQJXEFPUFDZ-UHFFFAOYSA-N,26.61,0.0,22.0,21.28,369.64,0.0,22.0,364.08,0.0,1234-tetrahydronaphthalene,2.0,0.0,0.0,0.0,0.0,0.0
32,"1,2,3,4-tetramethylbenzene",C10H14,0.0,1.0,488-23-3,9844,10263.0,"InChI=1S/C10H14/c1-7-5-6-8(2)10(4)9(7)3/h5-6H,1-4H3",UOHMMEJUHBCKEE-UHFFFAOYSA-N,-33.05,0.0,22.0,-38.87,416.5,0.0,22.0,427.22,0.0,1234-tetramethylbenzene,0.0,0.0,0.0,0.0,4.0,0.0
33,"1,2,3,5-tetrafluorobenzene",C6H2F4,0.0,1.0,2367-82-0,21159625,16910.0,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)5(9)2-3/h1-2H,UHHYOKRQTQBKSB-UHFFFAOYSA-N,-655.21,0.0,38.0,-650.43,,,,363.11,0.0,1235-tetrafluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
34,"penta-1,2,3-triene",C5H6,0.0,1.0,62018-46-6,,13593933.0,"InChI=1S/C5H6/c1-3-5-4-2/h4H,1H2,2H3",WWQAGDWTJOKFQB-UHFFFAOYSA-N,,,,289.41,,,,314.32,0.0,123-pentatriene,0.0,0.0,0.0,0.0,1.0,0.0
35,"propane-1,2,3-triol",C3H8O3,0.0,1.0,56-81-5,733,753.0,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,-577.9,0.0,22.0,-583.12,,,,330.99,2.0,123-propanetriol,0.0,0.0,0.0,2.0,0.0,0.0
36,"1,2,3-trichloropropane",C3H5Cl3,0.0,1.0,96-18-4,7013,7285.0,"InChI=1S/C3H5Cl3/c4-1-3(6)2-5/h3H,1-2H2",CFXQEHVMCRXUSD-UHFFFAOYSA-N,-182.9,0.0,22.0,-187.18,382.9,0.0,22.0,362.34,2.0,123-trichloropropane,0.0,0.0,0.0,2.0,0.0,0.0
37,"1,2,3-trimethylimidazol-1-ium",C6H11N2+,1.0,1.0,,3052183,3825986.0,"InChI=1S/C6H11N2/c1-6-7(2)4-5-8(6)3/h4-5H,1-3H3/q+1",KCUGPPHNMASOTE-UHFFFAOYSA-N,,,,606.92,,,,401.66,0.0,123-trimethyl-imidazolium,0.0,0.0,0.0,0.0,3.0,0.0
38,"1,2,4,5-tetrafluorobenzene",C6H2F4,0.0,1.0,327-54-8,21108549,9474.0,InChI=1S/C6H2F4/c7-3-1-4(8)6(10)2-5(3)9/h1-2H,SDXUIOOHCIQXRP-UHFFFAOYSA-N,-648.1,0.0,38.0,-647.81,,,,363.09,0.0,1245-tetrafluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
39,"1,2,4-trichlorobenzene",C6H3Cl3,0.0,1.0,120-82-1,13862559,13.0,InChI=1S/C6H3Cl3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PBKONEOXTCPAFI-UHFFFAOYSA-N,-11.76,0.0,22.0,-2.61,380.91,0.0,22.0,377.51,0.0,124-trichlorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
40,"1,2,4-trifluorobenzene",C6H3F3,0.0,1.0,367-23-7,21111799,67773.0,InChI=1S/C6H3F3/c7-4-1-2-5(8)6(9)3-4/h1-3H,PEBWOGPSYUIOBP-UHFFFAOYSA-N,-481.58,0.0,38.0,-477.91,,,,344.25,0.0,124-trifluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
41,"1,2,3,6-tetrahydropyridine",C5H9N,0.0,1.0,694-05-3,12226,12750.0,"InChI=1S/C5H9N/c1-2-4-6-5-3-1/h1-2,6H,3-5H2",FTAHXMZRJCZXDL-UHFFFAOYSA-N,,,,75.77,,,,307.74,0.0,1256-tetrahydropyridine,2.0,0.0,0.0,0.0,0.0,0.0
42,"1,2,5-thiadiazole",C2H2N2S,0.0,1.0,288-39-1,486419,559537.0,InChI=1S/C2H2N2S/c1-2-4-5-3-1/h1-2H,UDGKZGLPXCRRAM-UHFFFAOYSA-N,,,,192.22,,,,278.29,0.0,125-thiadiazole,0.0,0.0,0.0,0.0,0.0,0.0
43,"buta-1,2-diene",C4H6,0.0,1.0,590-19-2,11051,11535.0,"InChI=1S/C4H6/c1-3-4-2/h4H,1H2,2H3",QNRMTGGDHLBXQZ-UHFFFAOYSA-N,162.3,0.0,22.0,161.74,293.0,0.0,22.0,289.34,0.0,12-butadiene,0.0,0.0,0.0,0.0,1.0,0.0
44,"buta-1,3-diene",C4H6,0.0,1.0,106-99-0,7557,7845.0,"InChI=1S/C4H6/c1-3-4-2/h3-4H,1-2H2",KAKZBPTYRLMSJV-UHFFFAOYSA-N,109.24,0.0,22.0,110.82,278.89,0.0,22.0,276.31,1.0,buta-13-diene,0.0,0.0,0.0,1.0,0.0,0.0
45,"1,2-dibromobenzene",C6H4Br2,0.0,1.0,583-53-9,13875212,11414.0,InChI=1S/C6H4Br2/c7-5-3-1-2-4-6(5)8/h1-4H,WQONPSCCEXUXTQ-UHFFFAOYSA-N,127.19,0.0,38.0,125.26,371.49,8.0,38.0,370.74,0.0,12-dibromobenzene,0.0,0.0,0.0,0.0,0.0,0.0
46,"1,2-dibromoethane",C2H4Br2,0.0,1.0,106-93-4,7551,7839.0,InChI=1S/C2H4Br2/c3-1-2-4/h1-2H2,PAAZPARNPHGIKF-UHFFFAOYSA-N,-38.9,0.0,22.0,-40.27,329.7,0.0,22.0,324.78,1.0,12-dibromoethane,0.0,0.0,0.0,1.0,0.0,0.0
47,"1,2-dibromopropane",C3H6Br2,0.0,1.0,78-75-1,6305,6553.0,"InChI=1S/C3H6Br2/c1-3(5)2-4/h3H,2H2,1H3",XFNJYAKDBJUJAJ-UHFFFAOYSA-N,-71.55,1.26,27.0,-75.83,376.53,0.0,38.0,357.31,1.0,12-dibromopropane,0.0,0.0,0.0,1.0,1.0,0.0
48,"1,2-dichloro-1,1,2,2-tetrafluoroethane",C2Cl2F4,0.0,1.0,1320-37-2,13853215,6429.0,"InChI=1S/C2Cl2F4/c3-1(5,6)2(4,7)8",DDMOUSALMHHKOS-UHFFFAOYSA-N,-916.3,0.0,22.0,-922.83,364.1,0.0,22.0,368.42,1.0,12-dichloro-1122-tetrafluoroethane,0.0,0.0,0.0,1.0,0.0,0.0
49,"1,2-dichlorobenzene",C6H4Cl2,0.0,1.0,95-50-1,13837988,7239.0,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,RFFLAFLAYFXFSW-UHFFFAOYSA-N,30.2,0.0,22.0,25.58,341.85,0.0,22.0,347.59,0.0,12-dichlorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
50,"1,2-dichloroethane",C2H4Cl2,0.0,1.0,107-06-2,13837650,11.0,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,WSLDOOZREJYCGB-UHFFFAOYSA-N,-129.79,0.0,22.0,-132.26,308.28,0.0,22.0,301.54,1.0,12-dichloroethane,0.0,0.0,0.0,1.0,0.0,0.0
51,"1,2-difluoropropane",C3H6F2,0.0,1.0,62126-90-3,10606183,18960304.0,"InChI=1S/C3H6F2/c1-3(5)2-4/h3H,2H2,1H3",OFHQVNFSKOBBGG-UHFFFAOYSA-N,-553.28,0.0,38.0,-488.48,324.75,7.0,38.0,314.4,1.0,12-difluoropropane,0.0,0.0,0.0,1.0,1.0,0.0
52,"1,2-dichloropropane",C3H6Cl2,0.0,1.0,78-87-5,6316,6564.0,"InChI=1S/C3H6Cl2/c1-3(5)2-4/h3H,2H2,1H3",KNKRKFALVUDBJE-UHFFFAOYSA-N,-162.8,0.0,22.0,-168.91,354.8,0.0,22.0,334.02,1.0,12-dichloropropane,0.0,0.0,0.0,1.0,1.0,0.0
53,"1,2-difluorobenzene",C6H4F2,0.0,1.0,367-11-3,9325,9706.0,InChI=1S/C6H4F2/c7-5-3-1-2-4-6(5)8/h1-4H,GOYDNIKZWGIXJT-UHFFFAOYSA-N,-294.5,0.0,38.0,-290.07,320.83,0.0,38.0,325.92,0.0,12-difluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
54,"1,2-difluoroethane",C2H4F2,0.0,1.0,624-72-6,11722,12223.0,InChI=1S/C2H4F2/c3-1-2-4/h1-2H2,AHFMSNDOYCFEPH-UHFFFAOYSA-N,-447.7,0.0,22.0,-444.36,288.19,0.0,22.0,286.65,1.0,12-difluoroethane-trans,0.0,0.0,0.0,1.0,0.0,0.0
55,"1,2-dimethoxybenzene",C8H10O2,0.0,1.0,91-16-7,13861009,7043.0,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",ABDKAPXRBAPSQN-UHFFFAOYSA-N,-223.3,0.0,19.0,-208.89,,,,399.76,2.0,12-dimethoxybenzene,0.0,0.0,0.0,2.0,2.0,0.0
56,"1,2-dimethoxyethane",C4H10O2,0.0,1.0,110-71-4,13836589,8071.0,"InChI=1S/C4H10O2/c1-5-3-4-6-2/h3-4H2,1-2H3",XTHFKEDIFFGKHM-UHFFFAOYSA-N,-346.0,0.0,22.0,-347.55,385.0,0.0,22.0,364.19,3.0,12-dimethoxyethane,0.0,0.0,0.0,3.0,2.0,0.0
57,2-ethyloxirane,C4H8O,0.0,1.0,26249-20-7,7546,7834.0,"InChI=1S/C4H8O/c1-2-4-3-5-4/h4H,2-3H2,1H3",RBACIKXCRWGCBB-UHFFFAOYSA-N,-115.4,0.0,22.0,-116.84,322.0,0.0,22.0,311.23,1.0,12-epoxybutane,0.0,0.0,0.0,1.0,1.0,0.0
58,"ethane-1,2-dithiol",C2H6S2,0.0,1.0,540-63-6,13865015,10902.0,"InChI=1S/C2H6S2/c3-1-2-4/h3-4H,1-2H2",VYMPLPIFKRHAAC-UHFFFAOYSA-N,-9.7,0.0,19.0,-13.32,,,,316.45,1.0,12-ethanedithiol,0.0,0.0,0.0,1.0,0.0,0.0
59,1-(2-methoxyethyl)-3-methyl-imidazol-3-ium,C7H13N2O+,1.0,1.0,,8010140,,"InChI=1S/C7H13N2O/c1-8-3-4-9(7-8)5-6-10-2/h3-4,7H,5-6H2,1-2H3/q+1",,,,,501.08,,,,440.58,3.0,12-metoxy-ethyl-3-methyl-imidazolium,0.0,0.0,0.0,3.0,2.0,0.0
60,"propa-1,2-diene",C3H4,0.0,1.0,463-49-0,9642,10037.0,InChI=1S/C3H4/c1-3-2/h1-2H2,IYABWNGZIDDRAK-UHFFFAOYSA-N,190.5,0.0,22.0,188.77,243.9,0.0,22.0,242.1,0.0,12-propadiene,0.0,0.0,0.0,0.0,0.0,0.0
61,"1,3,5-trifluorobenzene",C6H3F3,0.0,1.0,372-38-3,21111798,9745.0,InChI=1S/C6H3F3/c7-4-1-5(8)3-6(9)2-4/h1-3H,JXUKFFRPLNTYIV-UHFFFAOYSA-N,-503.34,0.0,38.0,-495.58,,,,334.5,0.0,135-trifluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
62,"1,3,5-trioxane",C3H6O3,0.0,1.0,110-88-3,7790,8081.0,InChI=1S/C3H6O3/c1-4-2-6-3-5-1/h1-3H2,BGJSXRVXTHVRSN-UHFFFAOYSA-N,-465.9,0.0,22.0,-471.08,284.9,0.0,22.0,288.45,0.0,135-trioxane,3.0,0.0,0.0,0.0,0.0,0.0
63,"1,2,4-trioxane",C3H6O3,0.0,1.0,7049-17-4,10629025,21584057.0,InChI=1S/C3H6O3/c1-2-5-6-3-4-1/h1-3H2,FQERLIOIVXPZKH-UHFFFAOYSA-N,,,,-226.42,,,,306.17,0.0,124-trioxane,3.0,0.0,0.0,0.0,0.0,0.0
64,"cyclohepta-1,3-diene",C7H10,0.0,1.0,4054-38-0,18810,19969.0,"InChI=1S/C7H10/c1-2-4-6-7-5-3-1/h1-4H,5-7H2",GWYPDXLJACEENP-UHFFFAOYSA-N,,,,96.48,,,,333.7,0.0,13-cycloheptadiene,2.0,0.0,0.0,0.0,0.0,0.0
65,"cyclopenta-1,3-diene",C5H6,0.0,1.0,542-92-7,7330,7612.0,"InChI=1S/C5H6/c1-2-4-5-3-1/h1-4H,5H2",ZSWFCLXCOIISFI-UHFFFAOYSA-N,130.8,0.0,22.0,135.18,274.15,0.0,22.0,279.0,0.0,13-cyclopentadiene,0.0,0.0,0.0,0.0,0.0,0.0
66,"1,3-dichlorobenzene",C6H4Cl2,0.0,1.0,541-73-1,13857694,10943.0,InChI=1S/C6H4Cl2/c7-5-2-1-3-6(8)4-5/h1-4H,ZPQOPVIELGIULI-UHFFFAOYSA-N,25.7,0.0,22.0,19.49,343.53,0.0,22.0,348.87,0.0,13-dichlorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
67,"1,3-dichloropropane",C3H6Cl2,0.0,1.0,142-28-9,8543,8881.0,InChI=1S/C3H6Cl2/c4-2-1-3-5/h1-3H2,YHRUOJUYPBUZOS-UHFFFAOYSA-N,-159.2,0.0,22.0,-152.47,367.6,0.0,22.0,340.4,2.0,13-dichloropropane,0.0,0.0,0.0,2.0,0.0,0.0
68,"1,3-difluorobenzene",C6H4F2,0.0,1.0,372-18-9,21111806,9741.0,InChI=1S/C6H4F2/c7-5-2-1-3-6(8)4-5/h1-4H,UEMGWPRHOOEKTA-UHFFFAOYSA-N,-309.2,0.84,24.0,-305.94,320.16,0.0,38.0,325.45,0.0,13-difluorobenzene,0.0,0.0,0.0,0.0,0.0,0.0
70,"1,3-dibromobenzene",C6H4Br2,0.0,1.0,108-36-1,13875356,7927.0,InChI=1S/C6H4Br2/c7-5-2-1-3-6(8)4-5/h1-4H,JSRLURSZEMLAFO-UHFFFAOYSA-N,125.52,0.0,22.0,119.17,366.9,0.0,22.0,372.43,0.0,13-dibromobenzene,0.0,0.0,0.0,0.0,0.0,0.0
71,"1,3-dioxane",C4H8O2,0.0,1.0,505-22-6,10018,10450.0,InChI=1S/C4H8O2/c1-2-5-4-6-3-1/h1-4H2,VDFVNEFVBPFDSB-UHFFFAOYSA-N,-342.3,0.0,22.0,-340.62,303.08,0.0,22.0,303.46,0.0,13-dioxane,3.0,0.0,0.0,0.0,0.0,0.0
72,"1,3-dioxolane",C3H6O2,0.0,1.0,646-06-0,12066,12586.0,InChI=1S/C3H6O2/c1-2-5-3-4-1/h1-3H2,WNXJIVFYUVYPPR-UHFFFAOYSA-N,-298.0,0.0,19.0,-298.03,,,,295.42,0.0,13-dioxolane,2.0,0.0,0.0,0.0,0.0,0.0
73,"1,3-dithiane",C4H8S2,0.0,1.0,505-23-7,10019,10451.0,InChI=1S/C4H8S2/c1-2-5-4-6-3-1/h1-4H2,WQADWIOXOXRPLN-UHFFFAOYSA-N,-10.0,0.0,19.0,17.78,333.5,0.0,19.0,340.43,0.0,13-dithiane,3.0,0.0,0.0,0.0,0.0,0.0
74,"1,3-oxazole",C3H3NO,0.0,1.0,288-42-6,8898,9255.0,InChI=1S/C3H3NO/c1-2-5-3-4-1/h1-3H,ZCQWOFVYLHDMMC-UHFFFAOYSA-N,-15.52,0.0,22.0,-16.71,270.73,0.0,22.0,269.81,0.0,13-oxazole,0.0,0.0,0.0,0.0,0.0,0.0
75,"penta-1,3-diyne",C5H4,0.0,1.0,4911-55-1,122008,138385.0,"InChI=1S/C5H4/c1-3-5-4-2/h1H,2H3",VNMDYSSJFJFEQI-UHFFFAOYSA-N,,,,413.06,,,,303.22,1.0,13-pentadiyne,0.0,0.0,0.0,0.0,1.0,0.0
76,"propane-1,3-diol",C3H8O2,0.0,1.0,504-63-2,13839553,10442.0,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2",YPFDHNVEDLHUCE-UHFFFAOYSA-N,-408.0,0.0,22.0,-399.71,357.5,0.0,22.0,329.41,2.0,propane-13-diol,0.0,0.0,0.0,2.0,0.0,0.0
77,"butane-1,4-diol",C4H10O2,0.0,1.0,110-63-4,13835209,8064.0,"InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2",WERYXYBDKMZEQL-UHFFFAOYSA-N,-426.7,0.0,22.0,-424.87,381.0,0.0,22.0,357.77,3.0,14-butanediol,0.0,0.0,0.0,3.0,0.0,0.0
78,"1,4-dichlorobutane",C4H8Cl2,0.0,1.0,110-56-5,21106032,8059.0,InChI=1S/C4H8Cl2/c5-3-1-2-4-6/h1-4H2,KJDRSWPQXHESDQ-UHFFFAOYSA-N,-179.0,0.0,22.0,-177.9,389.0,0.0,22.0,372.15,3.0,14-dichlorobutane,0.0,0.0,0.0,3.0,0.0,0.0
79,"1,4-dioxine",C4H4O2,0.0,1.0,290-67-5,71301,78968.0,InChI=1S/C4H4O2/c1-2-6-4-3-5-1/h1-4H,KVGZZAHHUNAVKZ-UHFFFAOYSA-N,,,,-83.76,,,,301.24,0.0,14-dioxin,1.0,0.0,0.0,0.0,0.0,0.0
80,"1,4-dioxane",C4H8O2,0.0,1.0,123-91-1,29015,31275.0,InChI=1S/C4H8O2/c1-2-6-4-3-5-1/h1-4H2,RYHBNJHYFVUHQT-UHFFFAOYSA-N,-315.8,0.0,22.0,-290.89,300.12,0.0,22.0,309.23,0.0,14-dioxane,3.0,0.0,0.0,0.0,0.0,0.0
